Lower,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
cottage,cottage,2,5,413,8,8,2,270,2607,157,10524011,5,1
cottages,cottages,3,7,652,8,3,2,25,639,16,5964290,6,2
cotton,cotton,2,5,435,7,43,11,723,6778,350,23279717,6,1
cottonmouth,cottonmouth,3,8,678,7,0,0,2,26,2,27631,6,1
cottonseed,cottonseed,3,8,741,8,0,0,0,53,1,168738,6,1
cottontail,cottontail,3,8,575,7,0,0,9,39,4,151553,6,NA
couch,couch,1,3,416,6,48,14,1197,5195,561,4581367,4,1
couches,couches,2,5,450,7,4,5,22,436,35,478444,5,2
cough,cough,1,3,389,6,78,14,448,1877,180,3451640,4,1
coughed,coughed,1,4,444,7,26,3,30,686,18,220787,4,2
coughing,coughing,2,5,386,6,11,2,251,1003,105,878491,5,2
could,could,1,3,419,6,32,5,83109,384988,82935,302322314,4,1
couldnt,couldnt,2,7,416,7,0,2,11,1039,858,1089020,5,NA
council,council,2,6,514,8,14,1,863,24475,4431,112896752,7,1
councils,councils,2,7,598,8,11,2,8,1447,71,5981809,7,2
counsel,counsel,2,6,458,8,14,2,726,5451,1628,14767437,7,1
counseled,counseled,2,7,524,8,12,0,17,443,82,296169,7,2
counseling,counseling,2,7,577,8,3,0,211,7357,796,14592664,6,2
counselor,counselor,3,7,583,10,18,3,506,4975,572,4699959,8,2
counselors,counselors,3,8,641,10,9,3,73,5647,202,3155221,8,3
count,count,1,4,404,6,22,7,4588,13641,3448,40348176,5,1
countable,countable,3,8,668,6,1,0,10,19,1,372211,6,2
countdown,countdown,2,7,635,10,1,1,180,824,432,3052713,8,1
counter,counter,2,5,421,8,11,7,709,10227,1342,35350659,6,1
counteract,counteract,3,8,652,11,0,0,24,509,52,572032,9,2
counteraction,counteraction,4,10,697,12,0,0,1,8,1,28278,8,3
counterattack,counterattack,4,9,713,14,3,2,40,324,56,191782,10,2
counterattraction,counterattraction,5,13,993,11,0,0,0,0,0,315,8,3
counterbalance,counterbalance,4,11,868,15,2,4,11,198,11,198832,12,2
counterbalanced,counterbalanced,4,12,988,15,2,4,0,200,3,105633,12,3
counterclaim,counterclaim,3,9,751,13,1,1,0,23,0,219793,10,2
counterclockwise,counterclockwise,4,12,882,10,1,0,22,230,8,267473,8,3
countered,countered,2,6,514,9,5,0,12,946,68,494382,6,2
counterespionage,counterespionage,6,13,914,9,1,0,8,11,0,12460,6,2
counterfeiter,counterfeiter,4,9,528,14,4,4,5,28,3,23265,10,2
counterflow,counterflow,3,8,698,9,0,0,0,12,0,53829,7,2
counterirritant,counterirritant,5,12,831,9,0,0,1,0,0,2778,6,2
countermarch,countermarch,3,9,670,10,0,0,0,2,0,4121,7,2
counteroffer,counteroffer,4,8,693,13,2,2,15,34,4,116182,9,2
counterpart,counterpart,3,9,589,12,3,3,25,1316,159,1899186,10,2
counterparts,counterparts,3,10,659,12,3,3,19,3487,230,2755987,10,3
counterpoint,counterpoint,3,9,624,13,2,2,20,479,46,656765,10,2
counterproductive,counterproductive,5,14,798,11,1,0,14,719,155,382278,9,2
counterproposal,counterproposal,5,13,709,16,2,2,3,25,4,31083,14,4
counters,counters,2,6,511,9,8,2,42,1247,150,10706788,6,2
countersign,countersign,3,8,684,9,0,0,8,7,0,31801,7,2
countervailing,countervailing,4,10,739,12,0,0,0,275,15,325406,9,2
countess,countess,2,6,511,9,6,2,314,596,196,1034368,7,2
counties,counties,2,6,496,7,6,4,36,4684,866,19178768,6,4
counting,counting,2,6,486,7,6,2,1095,4951,1319,8122629,6,2
countries,countries,2,7,543,10,2,3,537,37222,7819,83082522,7,2
country,country,2,6,448,8,4,2,8254,113037,45656,188696181,7,1
countryman,countryman,3,9,464,9,1,1,12,109,4,299047,8,NA
countryside,countryside,3,9,578,8,1,1,180,2540,338,5036204,7,1
countrywoman,countrywoman,4,11,619,9,0,0,5,14,0,12493,8,NA
counts,counts,1,5,519,6,20,8,691,5362,1404,15330277,5,2
county,county,2,5,476,7,11,4,1722,36919,5855,227576453,6,1
coup,coup,1,2,334,5,193,16,133,3587,1105,2383036,3,2
coupe,coupe,1,3,249,6,93,11,31,489,12,4874541,4,1
couple,couple,2,5,371,7,27,6,11394,41876,15374,43578666,6,1
coupled,coupled,2,6,381,7,5,4,39,2475,180,6560131,6,2
couplers,couplers,2,6,538,8,5,3,6,28,0,482193,6,3
couples,couples,2,6,465,7,6,7,409,6390,1093,14630989,6,2
coupling,coupling,2,6,433,9,4,1,26,630,10,4252397,7,2
coupon,coupon,2,5,441,7,3,3,111,530,87,10788016,6,1
coupons,coupons,2,6,621,7,2,2,113,656,83,15629425,6,2
courageous,courageous,3,6,718,11,0,0,161,1285,458,1258094,7,2
courier,courier,3,4,458,8,28,6,168,704,78,8405086,5,1
course,course,1,4,384,7,85,11,24848,91852,28091,177979732,5,1
courses,courses,2,6,579,7,15,7,195,10816,366,67732246,6,2
court,court,1,4,400,6,81,6,5137,66292,24723,127722336,5,1
courteously,courteously,4,8,948,10,0,0,3,72,4,120616,7,2
courtesy,courtesy,3,6,488,8,4,0,414,4995,413,10945291,7,1
courthouse,courthouse,2,7,581,11,0,1,225,2178,741,2348857,8,1
courting,courting,2,6,457,7,13,3,83,603,104,433275,6,2
courtliness,courtliness,3,9,623,7,0,0,0,19,0,6631,4,NA
courtroom,courtroom,2,7,567,10,1,1,427,3787,1942,1701394,8,1
courts,courts,1,5,449,7,42,8,300,10284,2337,18791699,5,2
courtship,courtship,2,6,576,7,0,0,59,734,73,524964,5,2
courtyard,courtyard,2,8,532,10,1,1,109,2124,69,4981961,9,1
courtyards,courtyards,2,9,629,10,1,1,0,178,2,338243,9,2
cousin,cousin,2,5,415,7,14,3,2491,5245,668,4263607,6,1
cousins,cousins,2,6,503,7,5,5,377,2554,309,2197809,6,2
couth,couth,1,3,295,5,64,11,7,4,1,13754,3,NA
cove,cove,1,3,414,5,64,33,166,1175,104,5869534,4,1
coven,coven,2,5,459,6,19,25,30,78,3,295821,6,1
covenant,covenant,3,8,579,9,2,1,341,1232,134,4763666,9,1
covenants,covenants,3,9,578,9,2,1,5,206,16,1223140,9,2
cover,cover,2,4,409,6,27,31,4808,29453,5492,94503381,5,1
coverage,coverage,3,6,507,9,2,3,318,13316,4349,43622631,7,2
covered,covered,2,5,494,6,6,3,1612,19622,2903,37662109,6,2
covering,covering,3,6,475,9,6,6,634,7024,2058,15524533,7,2
coverings,coverings,3,7,584,9,1,2,4,198,6,1248303,7,3
covers,covers,2,5,440,7,13,11,478,6572,873,32973760,5,2
covert,covert,2,5,459,7,4,10,148,1182,301,1991310,6,1
covertly,covertly,3,7,627,7,1,1,18,227,32,179711,6,2
coves,coves,1,4,437,5,23,23,2,170,1,268640,4,2
covet,covet,2,5,383,6,5,12,48,207,16,223834,6,2
coveted,coveted,3,7,629,6,1,1,39,953,105,848844,7,2
coveting,coveting,3,7,430,6,1,2,15,70,8,57194,7,2
cow,cow,1,2,278,4,115,44,1301,3428,411,8270235,3,1
coward,coward,2,4,476,7,17,10,734,692,110,1656677,5,2
cowardice,cowardice,3,6,601,7,0,0,91,275,30,350230,5,1
cowardly,cowardly,3,6,541,7,0,0,118,368,66,519779,5,NA
cowards,cowards,2,5,748,7,4,5,165,226,49,368468,5,3
cowbell,cowbell,2,5,479,8,2,3,10,43,7,327214,6,1
cowbird,cowbird,2,5,573,8,6,1,0,38,0,98589,6,1
cowbirds,cowbirds,2,6,728,8,4,1,0,32,0,44674,6,2
cowboy,cowboy,2,4,579,7,3,2,968,2782,355,6875294,5,1
cowboys,cowboys,2,5,586,8,1,3,231,2656,213,4619392,5,2
cowcatcher,cowcatcher,3,6,675,4,0,0,0,7,0,4965,4,NA
cower,cower,2,3,370,6,62,28,16,115,13,96406,4,1
cowering,cowering,3,5,570,6,10,6,14,223,24,105132,4,2
cowgirl,cowgirl,2,5,512,8,2,2,60,137,12,820642,6,1
cowhand,cowhand,2,6,684,5,0,0,21,26,1,20133,4,1
cowherd,cowherd,2,5,629,7,4,1,0,34,0,59994,4,1
cowhide,cowhide,2,5,657,5,2,0,7,53,2,300731,4,1
cowl,cowl,1,3,383,5,89,15,5,111,4,368295,4,1
cowlick,cowlick,2,5,427,8,8,2,4,55,0,13785,6,1
coworkers,coworkers,3,7,626,9,1,1,73,940,42,704425,7,4
cowpox,cowpox,2,6,698,5,0,0,6,17,0,28305,4,1
cows,cows,1,3,462,5,75,25,480,2802,281,3823006,4,2
cowshed,cowshed,2,6,518,5,0,0,2,14,0,27716,4,NA
cowskin,cowskin,2,6,664,5,0,0,1,5,0,25923,5,NA
cowtown,cowtown,2,5,678,4,1,0,0,26,6,113862,5,NA
coxswain,coxswain,2,7,608,4,0,0,5,40,2,82266,6,NA
coy,coy,1,2,313,4,100,50,88,362,49,808775,3,1
coyly,coyly,2,4,470,5,54,4,3,130,1,54607,4,2
coyness,coyness,2,5,639,6,3,0,2,20,1,15792,4,2
coyote,coyote,2,4,559,7,9,3,185,1222,61,2056588,5,1
coyotes,coyotes,2,5,539,7,8,2,105,1002,35,1065693,5,2
cozier,cozier,3,5,485,5,16,10,8,39,5,44316,5,2
cozy,cozy,2,4,400,5,47,11,288,1798,195,2331741,5,1
crab,crab,1,4,382,5,36,17,352,1915,121,3824989,5,1
crabapple,crabapple,3,8,551,5,0,0,19,44,0,99987,5,1
crabbing,crabbing,2,6,441,6,5,2,9,55,4,86155,6,NA
crabby,crabby,2,5,469,6,16,4,47,89,14,214907,6,2
crabgrass,crabgrass,2,8,701,5,0,0,6,44,6,151696,5,NA
crabs,crabs,1,5,512,5,22,16,162,806,59,1055900,5,2
crack,crack,1,4,431,6,62,11,1675,7127,1522,16639894,5,1
crackdown,crackdown,2,7,517,10,1,1,10,1241,387,909937,8,1
cracked,cracked,1,5,464,7,22,7,492,3209,280,2888634,5,2
cracker,cracker,2,5,428,8,26,8,294,609,70,2104527,6,2
crackers,crackers,2,6,522,8,6,3,289,1086,83,1760750,6,3
cracking,cracking,2,6,460,6,11,5,303,1620,266,2527792,5,2
crackled,crackled,2,7,455,8,5,4,1,338,4,89187,7,2
crackles,crackles,2,7,629,8,5,3,22,155,6,93579,7,2
crackling,crackling,2,7,495,7,2,3,71,513,21,275702,5,2
crackpot,crackpot,2,7,494,9,1,1,49,141,41,137257,8,1
crackpots,crackpots,2,8,630,9,1,1,10,44,8,50385,8,2
cracks,cracks,1,5,609,6,33,4,251,2250,257,4358553,6,2
cradle,cradle,2,6,519,7,9,6,145,1006,104,5167236,7,1
craft,craft,1,5,436,6,20,8,289,5974,517,16529247,6,1
crafted,crafted,2,7,563,6,4,4,25,1524,141,4637231,7,2
crafts,crafts,1,6,602,7,13,7,70,2195,53,23627392,7,2
craftsman,craftsman,2,9,582,10,4,3,47,573,24,1891788,10,1
craftsmanship,craftsmanship,3,12,706,10,2,1,32,444,19,1112478,10,2
craftsmen,craftsmen,2,8,597,8,2,3,22,542,20,962328,7,1
crafty,crafty,2,6,446,6,11,5,53,285,35,1034420,6,2
craggy,craggy,2,5,408,6,15,4,2,348,11,123973,5,2
cram,cram,1,4,619,5,74,28,77,427,39,917616,5,1
crammed,crammed,1,5,688,7,16,4,56,1038,69,629358,5,2
cramming,cramming,2,6,460,6,5,2,29,182,15,170392,5,2
cramped,cramped,1,6,473,6,8,5,73,1357,97,606514,7,2
cramps,cramps,1,6,553,6,14,11,86,517,28,1169978,6,2
cranberries,cranberries,3,9,710,9,1,0,47,655,44,764408,9,2
cranberry,cranberry,3,8,582,9,2,1,99,887,58,2161673,9,1
crane,crane,1,4,403,6,68,21,1714,2054,199,4888961,5,1
cranelike,cranelike,2,7,589,6,1,0,0,6,0,1378,5,2
cranes,cranes,1,5,483,7,47,13,44,688,86,1493208,6,2
crank,crank,1,5,389,6,27,13,272,1104,114,2185694,6,1
cranky,cranky,2,6,418,6,8,4,171,497,71,788346,6,2
crap,crap,1,4,394,5,56,19,3151,1759,280,7174108,5,1
crash,crash,1,4,485,6,44,9,1461,7522,2056,15314015,5,1
crashed,crashed,1,5,521,7,16,6,531,2419,624,2295599,5,2
crasher,crasher,2,5,458,7,14,7,14,59,22,124854,5,2
crashes,crashes,2,6,584,7,8,8,112,1483,241,4471155,6,2
crashing,crashing,2,6,548,6,11,4,321,1592,266,1901462,6,2
crate,crate,1,4,419,6,46,19,209,750,47,2337346,5,1
craters,craters,2,6,515,7,11,5,20,633,29,480374,6,3
crates,crates,1,5,413,6,28,13,95,656,36,926297,5,2
cravat,cravat,2,6,393,7,0,1,96,102,0,69078,4,1
crawl,crawl,1,4,417,6,48,10,614,1865,217,2859784,5,1
crawled,crawled,1,5,489,7,11,3,202,1375,87,596829,5,2
crawling,crawling,2,6,589,6,6,5,462,1417,147,1306643,5,2
crawls,crawls,1,5,668,6,16,5,52,407,10,339365,5,2
craze,craze,1,4,539,6,81,11,52,590,85,967820,5,1
crazed,crazed,1,5,639,6,14,5,107,607,81,573483,5,2
crazing,crazing,2,6,536,7,8,4,0,9,1,104907,5,2
crazy,crazy,2,5,491,5,11,4,13886,13306,3951,23058006,6,1
creaked,creaked,1,5,360,6,16,5,2,416,1,59606,5,2
creaking,creaking,2,6,419,6,7,5,142,425,11,167107,5,2
creaks,creaks,1,5,439,6,17,8,57,135,3,44668,5,2
creaky,creaky,2,5,410,6,16,6,12,231,7,98646,5,2
cream,cream,1,4,375,6,63,12,2484,12932,1161,25904212,5,1
creamed,creamed,1,5,589,7,14,7,82,230,30,432170,5,2
creamer,creamer,2,5,467,8,34,10,36,202,52,737189,6,2
creams,creams,1,5,495,6,30,7,34,505,47,1589183,5,2
creamy,creamy,2,5,486,6,22,6,60,1914,73,2184127,6,2
creases,creases,2,6,549,7,5,6,16,391,9,518489,5,2
create,create,2,5,619,7,8,8,1289,32554,5415,137075022,6,1
created,created,3,7,598,7,1,10,1195,28021,4249,82343484,7,2
creates,creates,2,6,533,7,4,5,196,6321,855,15051913,6,2
creating,creating,3,7,738,7,3,5,396,15316,2095,38865832,7,2
creation,creation,3,7,557,9,3,2,310,10669,1007,29390374,8,2
creations,creations,3,8,631,9,4,1,39,1104,80,5274092,8,3
creative,creative,3,7,492,9,2,0,548,11972,1109,47742513,8,2
creatively,creatively,4,9,661,9,0,0,24,655,67,1007030,8,3
creativeness,creativeness,4,10,693,9,0,0,0,26,3,52725,8,3
creativity,creativity,5,10,647,8,0,0,96,4532,255,7625520,8,3
creator,creator,3,6,477,8,4,1,142,2453,457,11071241,7,2
creators,creators,3,7,668,8,2,1,23,826,181,2627052,7,3
creature,creature,2,5,599,9,18,1,1092,4501,245,5183279,6,1
credence,credence,2,7,629,7,2,0,21,447,77,437017,7,1
credentials,credentials,3,10,658,11,2,2,166,1899,384,3989745,10,2
credibility,credibility,5,11,613,7,0,0,163,4159,1492,4212696,7,1
credible,credible,3,8,629,8,0,1,84,2388,935,2863534,7,1
credit,credit,2,6,345,7,4,3,2337,22884,5800,175917693,7,1
credited,credited,3,8,468,7,0,0,31,1478,163,4401906,8,2
creditors,creditors,3,8,503,10,1,4,43,1094,188,3211591,8,3
credits,credits,2,7,460,7,2,4,168,3926,817,32343474,7,2
credo,credo,2,5,377,5,5,4,34,275,21,447449,5,1
credulous,credulous,3,8,572,10,0,0,1,82,4,95274,9,1
creed,creed,1,4,429,6,50,13,129,850,68,3399121,5,1
creedal,creedal,2,6,390,6,15,0,0,24,1,21607,6,2
creeds,creeds,1,5,649,6,20,6,8,148,19,274913,5,2
creek,creek,1,4,368,6,58,12,454,9119,346,38160438,5,1
creeks,creeks,1,5,539,6,17,9,9,633,27,862386,5,2
creep,creep,1,4,366,6,40,11,573,1014,122,1812193,5,1
creeping,creeping,2,6,416,8,4,1,140,1104,97,997024,5,2
creeps,creeps,1,5,414,6,22,8,327,525,62,471980,5,2
creepy,creepy,2,5,365,6,14,4,568,898,194,1697316,6,2
crematorium,crematorium,5,11,635,10,1,0,19,54,9,268512,11,NA
crematory,crematory,4,9,608,9,1,0,14,30,11,171273,10,3
creole,creole,2,5,491,7,6,2,55,681,56,2277595,6,NA
crept,crept,1,5,345,5,11,4,58,1268,62,590578,5,1
crescent,crescent,2,7,539,9,3,1,72,1184,107,4857264,8,1
crest,crest,1,5,620,6,27,14,107,1328,152,5477034,6,1
crevices,crevices,3,8,616,8,0,1,5,295,15,211101,7,2
crew,crew,1,3,423,5,94,17,2424,11363,2238,22459782,4,1
crewman,crewman,2,6,399,6,11,1,50,133,13,143221,5,2
crewmember,crewmember,3,8,536,7,0,0,0,39,15,158334,5,NA
crews,crews,1,4,480,5,68,13,167,2772,692,2986282,5,2
crib,crib,1,4,262,5,34,9,316,965,118,3849386,5,1
cricket,cricket,2,6,362,8,4,1,144,918,70,11442712,7,1
cricketer,cricketer,3,7,450,8,3,0,2,12,0,388391,7,NA
cried,cried,1,4,466,5,30,9,662,5474,617,4352198,5,2
cries,cries,1,4,563,5,49,20,356,2435,234,1878347,4,2
crikey,crikey,2,5,410,4,2,0,51,24,9,156386,5,NA
crime,crime,1,4,519,6,42,13,3633,23091,8591,40363040,5,1
crimes,crimes,1,5,456,6,19,15,590,7734,2516,10515840,5,2
criminal,criminal,3,8,559,9,4,1,1758,14272,4685,33648923,9,1
criminalized,criminalized,4,11,744,12,1,1,0,77,17,68805,11,3
criminals,criminals,3,9,492,10,3,3,612,3455,1022,3524885,9,2
crimson,crimson,2,7,558,5,3,2,67,1145,24,3520129,5,1
cringed,cringed,1,6,542,7,2,4,4,274,17,96113,6,2
crinkly,crinkly,3,8,521,5,0,1,4,89,2,35168,6,NA
cripes,cripes,1,5,417,6,16,9,22,40,4,58777,5,NA
crippled,crippled,2,7,409,8,4,3,210,965,203,834447,7,2
crippling,crippling,2,7,528,7,4,2,37,619,137,444868,5,2
crises,crises,2,6,452,6,1,13,27,2191,343,2070725,5,1
crisis,crisis,2,6,569,5,2,2,849,22137,7094,19474733,6,1
crisp,crisp,1,5,389,6,20,10,161,3739,139,3880661,6,1
crisply,crisply,2,7,472,6,1,1,1,271,3,88632,6,2
crispy,crispy,2,6,427,6,16,3,116,674,70,771553,7,NA
crisscrossed,crisscrossed,2,9,688,11,2,1,4,307,23,49172,9,2
criteria,criteria,4,8,626,8,1,1,91,7801,433,32302695,9,1
criterion,criterion,4,9,628,8,2,0,11,2560,66,6145788,9,1
critic,critic,2,6,388,7,7,2,192,4515,1041,4442069,7,1
critical,critical,3,8,434,9,1,0,625,24490,3857,46136062,9,2
critically,critically,3,8,462,9,1,0,36,2132,352,3203629,7,3
criticism,criticism,4,10,621,10,1,1,155,9575,2309,10943753,11,2
criticisms,criticisms,4,11,673,10,1,1,16,1252,228,1362566,11,3
criticize,criticize,3,8,708,10,0,2,110,1908,700,1234295,9,2
criticized,criticized,3,9,671,10,0,2,33,4609,1287,2022870,6,3
criticizing,criticizing,4,10,723,9,1,0,67,1356,519,707173,10,3
critics,critics,2,7,486,8,2,3,190,12640,2975,10114547,7,2
critique,critique,2,6,466,9,1,2,25,2807,193,4462001,5,1
critiques,critiques,2,7,587,9,5,3,8,734,36,1693193,7,2
critiquing,critiquing,3,8,470,8,0,0,5,184,20,283262,7,2
critter,critter,2,5,356,8,19,7,65,214,26,711841,6,1
croaks,croaks,1,5,574,6,19,4,18,39,0,35863,5,2
croatian,croatian,3,7,635,9,6,2,10,1053,165,3223891,8,NA
croats,croats,2,6,450,6,4,6,0,623,143,209928,6,NA
crocker,crocker,2,5,405,8,24,9,25,542,98,1133130,6,NA
crocodile,crocodile,3,8,728,10,1,1,115,616,160,1658860,9,1
crocus,crocus,2,6,553,7,2,1,3,55,2,432755,5,1
cromwellian,cromwellian,4,10,597,9,0,0,0,17,1,18332,6,NA
crone,crone,1,4,439,6,69,27,22,124,16,229759,5,1
crook,crook,1,4,337,6,26,12,289,711,119,1069614,5,1
crooked,crooked,2,6,337,8,0,4,290,1277,112,1743363,7,1
crooks,crooks,1,5,559,7,19,8,153,453,137,1081161,6,2
croon,croon,1,4,471,6,63,10,12,74,3,67142,5,1
crooned,crooned,1,5,470,7,11,3,3,129,4,32603,5,2
crooning,crooning,2,6,438,6,6,1,9,134,7,85426,5,2
crop,crop,1,4,415,5,47,20,248,4829,463,11245815,5,1
cropping,cropping,2,6,619,6,5,4,7,393,28,1089740,5,2
crops,crops,1,5,559,6,33,16,133,4748,380,7932177,6,2
croquet,croquet,2,5,468,8,7,0,44,185,3,571392,5,1
croquette,croquette,2,6,487,8,0,1,2,10,3,18823,5,NA
cross,cross,1,4,483,6,53,19,2807,22765,3248,74233408,5,1
crossbars,crossbars,2,8,646,7,0,0,0,23,0,55252,6,2
crossbones,crossbones,2,8,720,8,1,0,5,77,5,128505,7,NA
crossbow,crossbow,2,6,508,9,1,1,56,207,37,444389,7,1
crosscheck,crosscheck,2,7,515,7,1,0,4,8,0,33962,5,NA
crosscut,crosscut,2,7,545,8,0,0,6,84,4,248212,6,1
crossed,crossed,1,5,447,7,16,5,874,6991,851,4962660,6,2
crosses,crosses,2,6,495,7,6,8,189,2271,230,2991145,6,2
crosseyed,crosseyed,2,6,635,7,0,0,0,4,0,17521,5,NA
crossfire,crossfire,2,7,547,10,1,0,46,2320,2144,1339644,8,NA
crossing,crossing,2,6,549,9,6,4,444,4746,630,10528114,7,2
crossings,crossings,2,7,548,9,3,1,7,509,50,1575678,7,3
crossover,crossover,3,7,636,7,0,0,20,610,74,2735826,5,1
crossroads,crossroads,2,8,637,10,1,1,109,1126,172,2940597,8,2
crosstalk,crosstalk,2,7,630,7,0,1,0,2455,2396,439393,6,1
crosswalk,crosswalk,2,7,721,10,1,2,21,138,6,444549,8,1
crosswind,crosswind,2,8,631,8,0,0,7,44,4,94036,6,NA
crosswords,crosswords,2,8,596,10,1,1,14,49,11,1219618,8,2
crotch,crotch,1,4,415,7,33,2,140,621,53,1039119,5,1
crouched,crouched,1,5,511,8,6,2,12,1093,20,257355,5,2
crouching,crouching,2,6,457,7,3,1,26,404,17,508443,6,2
crow,crow,1,3,338,5,95,24,227,1979,191,4603692,4,1
crowbar,crowbar,2,6,460,6,0,0,66,169,10,249589,5,1
crowd,crowd,1,4,470,6,30,7,1906,16237,2929,11409218,5,1
crowded,crowded,2,6,351,7,2,4,456,5006,564,3236969,6,2
crowding,crowding,2,6,447,6,5,2,57,701,53,496968,6,2
crowds,crowds,1,5,649,6,10,5,179,3491,780,2439262,5,2
crowfoot,crowfoot,2,6,532,5,0,1,0,33,0,88456,4,1
crown,crown,1,4,559,6,43,15,698,4648,617,16651038,5,1
crowned,crowned,1,5,569,7,14,9,88,721,64,1493663,5,2
crowning,crowning,2,6,355,6,8,8,61,331,24,399912,5,2
crows,crows,1,4,659,6,67,18,141,581,42,1295877,4,2
crucial,crucial,2,6,528,8,5,0,234,9148,1226,9881539,7,1
crucible,crucible,3,8,577,6,0,0,9,317,38,561747,6,1
crucifixion,crucifixion,4,11,713,9,0,0,38,408,49,545878,5,1
crude,crude,1,4,429,6,44,11,155,3293,643,5119510,5,1
crudely,crudely,2,6,412,7,3,2,9,237,14,163304,5,2
cruel,cruel,1,4,406,6,53,6,936,2977,609,4183018,5,1
cruelly,cruelly,2,5,463,6,20,2,24,262,20,370809,5,2
cruelty,cruelty,2,6,557,7,3,1,166,1213,155,1912399,7,1
cruise,cruise,1,4,581,7,68,6,626,5266,1349,27828163,5,1
cruiser,cruiser,2,5,414,8,18,5,162,1204,65,3735652,6,2
cruisers,cruisers,2,6,614,8,5,3,37,560,30,1343786,6,3
cruises,cruises,2,6,668,7,6,7,29,776,72,17517416,6,2
cruising,cruising,2,6,469,6,5,1,142,1604,104,3493890,6,2
crumb,crumb,1,4,390,6,56,6,92,526,79,675360,5,1
crumble,crumble,2,7,589,8,9,8,71,692,73,477166,8,1
crumbling,crumbling,2,8,514,7,3,4,51,1317,182,564124,7,2
crumbly,crumbly,2,7,609,7,4,4,6,226,5,107373,7,NA
crumbs,crumbs,1,5,439,6,20,2,130,1409,66,874286,5,2
crummy,crummy,2,5,357,6,19,6,171,190,31,174096,5,1
crumpet,crumpet,2,7,439,6,2,1,17,15,2,44679,7,NA
crumple,crumple,2,7,539,8,7,5,8,101,6,77197,8,1
crumpled,crumpled,2,8,424,8,4,5,27,1006,24,252789,8,2
crunch,crunch,1,5,353,7,6,4,179,1798,331,1794967,6,1
crunchy,crunchy,2,6,483,7,3,1,48,651,82,708304,6,2
crusade,crusade,2,6,677,8,2,2,194,1197,280,1877127,7,1
crusader,crusader,3,7,534,9,3,3,57,507,125,949772,8,2
crush,crush,1,4,439,6,35,9,857,2255,354,3577655,5,1
crushed,crushed,1,5,476,7,7,6,431,3630,378,2840208,5,2
crushes,crushes,2,6,505,7,9,7,59,249,29,334391,6,2
crushing,crushing,2,6,440,6,4,4,139,1340,196,1391123,6,2
crust,crust,1,5,470,6,21,10,166,2591,104,2267452,6,1
crusty,crusty,2,6,449,6,11,4,54,572,27,459667,6,2
crux,crux,1,5,405,4,21,4,15,390,84,630310,5,1
cry,cry,1,3,382,4,52,19,3348,8936,1708,11631614,4,1
crybaby,crybaby,3,7,565,4,0,0,67,60,6,123407,4,NA
crying,crying,2,5,449,4,7,5,2709,7564,1930,4891725,5,2
cryptic,cryptic,2,7,479,6,3,0,53,489,34,795088,6,2
cryptographic,cryptographic,4,12,775,7,0,0,0,61,2,1277337,6,2
crystal,crystal,2,7,381,8,12,5,823,4990,723,29348418,8,1
crystallizing,crystallizing,4,11,756,11,1,0,2,51,5,44478,11,3
crystals,crystals,2,8,619,8,10,2,125,1146,64,5009234,8,2
